id,codigoCatastral,tipo,descripcion,valorBaseMensual,disponible
345,INM-17404,Oficina Corporativa,Cerca a centros comerciales y transporte público.,829549,True
346,INM-50781,Parqueadero Cubierto,Acabados de lujo y eficiencia energética.,1602040,True
347,INM-83237,Consultorio Médico,Espacio abierto con doble altura.,5086520,True
348,INM-85801,Lote Urbanizado,Seguridad reforzada y acceso controlado.,10282931,True
349,INM-96392,Casa Campestre,Cerca a centros comerciales y transporte público.,940430,True
350,INM-20946,Parqueadero Cubierto,Espacio abierto con doble altura.,7275301,True
351,INM-48015,Parqueadero Cubierto,Ubicación estratégica en el centro financiero.,14239292,True
352,INM-51646,Consultorio Médico,Espacio abierto con doble altura.,3331251,True
353,INM-58649,Local Comercial,Acabados de lujo y eficiencia energética.,5974821,True
354,INM-36351,Penthouse,Ubicado en zona norte con vista panorámica.,11710868,True
355,INM-31701,Bodega Industrial,Ubicado en zona norte con vista panorámica.,3569259,True
356,INM-74878,Parqueadero Cubierto,Cerca a centros comerciales y transporte público.,12530588,True
357,INM-91577,Apartamento Studio,Cerca a centros comerciales y transporte público.,6250913,True
358,INM-68161,Oficina Corporativa,Acabados de lujo y eficiencia energética.,3585289,True
359,INM-70073,Local Comercial,Acabados de lujo y eficiencia energética.,3693859,True
360,INM-25659,Consultorio Médico,Cerca a centros comerciales y transporte público.,13726108,True
361,INM-77272,Apartamento Studio,Seguridad reforzada y acceso controlado.,6369991,True
362,INM-78282,Parqueadero Cubierto,Ubicado en zona norte con vista panorámica.,6169473,True
363,INM-22587,Lote Urbanizado,Cerca a centros comerciales y transporte público.,5266279,True
364,INM-20977,Parqueadero Cubierto,Ubicación estratégica en el centro financiero.,6689783,True
365,INM-87653,Local Comercial,Acabados de lujo y eficiencia energética.,2794305,True
366,INM-41616,Consultorio Médico,Ubicación estratégica en el centro financiero.,4017110,True
367,INM-59632,Lote Urbanizado,Ubicación estratégica en el centro financiero.,5258470,True
368,INM-50262,Apartamento Studio,Ubicado en zona norte con vista panorámica.,2145346,True
369,INM-55460,Parqueadero Cubierto,Ubicado en zona norte con vista panorámica.,14483190,True
370,INM-61563,Bodega Industrial,Ubicado en zona norte con vista panorámica.,5801812,True
371,INM-16877,Local Comercial,Cerca a centros comerciales y transporte público.,4211165,True
372,INM-55487,Penthouse,Cerca a centros comerciales y transporte público.,13169504,True
373,INM-70524,Penthouse,Cerca a centros comerciales y transporte público.,2402224,True
374,INM-61567,Consultorio Médico,Área residencial tranquila con zonas verdes.,8827323,True
375,INM-54340,Consultorio Médico,Área residencial tranquila con zonas verdes.,11407978,True
376,INM-38550,Bodega Industrial,Área residencial tranquila con zonas verdes.,13007874,True
377,INM-77173,Apartamento Studio,Área residencial tranquila con zonas verdes.,7841082,True
378,INM-31847,Casa Campestre,Área residencial tranquila con zonas verdes.,1377223,True
379,INM-70997,Lote Urbanizado,Acabados de lujo y eficiencia energética.,10217153,True
380,INM-93909,Casa Campestre,Área residencial tranquila con zonas verdes.,1359325,True
381,INM-17309,Oficina Corporativa,Seguridad reforzada y acceso controlado.,6133412,True
382,INM-97406,Bodega Industrial,Ubicado en zona norte con vista panorámica.,14834795,True
383,INM-27238,Parqueadero Cubierto,Ubicación estratégica en el centro financiero.,10176772,True
384,INM-16347,Casa Campestre,Acabados de lujo y eficiencia energética.,7280855,True
385,INM-90174,Casa Campestre,Área residencial tranquila con zonas verdes.,12873216,True
386,INM-26698,Parqueadero Cubierto,Espacio abierto con doble altura.,14980073,True
387,INM-67652,Lote Urbanizado,Cerca a centros comerciales y transporte público.,1867018,True
388,INM-76637,Apartamento Studio,Área residencial tranquila con zonas verdes.,10305427,True
389,INM-28554,Apartamento Studio,Espacio abierto con doble altura.,9804994,True
390,INM-26953,Oficina Corporativa,Espacio abierto con doble altura.,11773706,True
391,INM-13706,Casa Campestre,Cerca a centros comerciales y transporte público.,5786779,True
392,INM-24498,Apartamento Studio,Área residencial tranquila con zonas verdes.,12017253,True
393,INM-28178,Local Comercial,Espacio abierto con doble altura.,11993993,True
394,INM-20887,Penthouse,Espacio abierto con doble altura.,8074506,True
395,INM-21419,Local Comercial,Acabados de lujo y eficiencia energética.,1020164,True
396,INM-32099,Bodega Industrial,Espacio abierto con doble altura.,11848463,True
397,INM-16654,Apartamento Studio,Cerca a centros comerciales y transporte público.,10194229,True
398,INM-53397,Oficina Corporativa,Espacio abierto con doble altura.,8801537,True
399,INM-14209,Oficina Corporativa,Ubicado en zona norte con vista panorámica.,13592834,True
400,INM-51215,Parqueadero Cubierto,Cerca a centros comerciales y transporte público.,9505767,True
401,INM-10067,Casa Campestre,Ubicado en zona norte con vista panorámica.,12019520,True
402,INM-35565,Casa Campestre,Seguridad reforzada y acceso controlado.,9365993,True
403,INM-64393,Penthouse,Espacio abierto con doble altura.,6229440,True
404,INM-70539,Apartamento Studio,Acabados de lujo y eficiencia energética.,1481619,True
405,INM-72002,Local Comercial,Espacio abierto con doble altura.,11554738,True
406,INM-12614,Lote Urbanizado,Acabados de lujo y eficiencia energética.,14840408,True
407,INM-34779,Penthouse,Acabados de lujo y eficiencia energética.,10880327,True
408,INM-81061,Apartamento Studio,Ubicación estratégica en el centro financiero.,5384913,True
409,INM-95745,Oficina Corporativa,Acabados de lujo y eficiencia energética.,4816410,True
410,INM-89166,Lote Urbanizado,Espacio abierto con doble altura.,9463914,True
411,INM-62070,Oficina Corporativa,Ubicado en zona norte con vista panorámica.,8903384,True
412,INM-47054,Casa Campestre,Acabados de lujo y eficiencia energética.,12599135,True
413,INM-35254,Penthouse,Ubicado en zona norte con vista panorámica.,9488220,True
414,INM-36795,Parqueadero Cubierto,Cerca a centros comerciales y transporte público.,8868275,True
415,INM-28101,Parqueadero Cubierto,Cerca a centros comerciales y transporte público.,3497741,True
416,INM-48653,Penthouse,Acabados de lujo y eficiencia energética.,6731709,True
417,INM-74128,Bodega Industrial,Cerca a centros comerciales y transporte público.,1209688,True
418,INM-67076,Apartamento Studio,Espacio abierto con doble altura.,9649112,True
419,INM-36315,Casa Campestre,Área residencial tranquila con zonas verdes.,7210894,True
420,INM-45033,Apartamento Studio,Área residencial tranquila con zonas verdes.,9282893,True
421,INM-26963,Bodega Industrial,Ubicación estratégica en el centro financiero.,10603838,True
422,INM-69141,Local Comercial,Cerca a centros comerciales y transporte público.,4991165,True
423,INM-50775,Consultorio Médico,Cerca a centros comerciales y transporte público.,4798243,True
424,INM-81225,Oficina Corporativa,Área residencial tranquila con zonas verdes.,12294807,True
425,INM-49003,Penthouse,Acabados de lujo y eficiencia energética.,13944965,True
426,INM-39697,Apartamento Studio,Acabados de lujo y eficiencia energética.,10314742,True
427,INM-58595,Bodega Industrial,Seguridad reforzada y acceso controlado.,13200062,True
428,INM-30103,Apartamento Studio,Área residencial tranquila con zonas verdes.,12500253,True
429,INM-77693,Bodega Industrial,Cerca a centros comerciales y transporte público.,5612842,True
430,INM-96757,Oficina Corporativa,Ubicación estratégica en el centro financiero.,1578311,True
431,INM-83654,Penthouse,Ubicación estratégica en el centro financiero.,14964641,True
432,INM-39583,Local Comercial,Acabados de lujo y eficiencia energética.,13674927,True
433,INM-62960,Consultorio Médico,Seguridad reforzada y acceso controlado.,3837372,True
434,INM-22910,Bodega Industrial,Espacio abierto con doble altura.,4809398,True
435,INM-31511,Apartamento Studio,Ubicación estratégica en el centro financiero.,10643791,True
436,INM-59905,Consultorio Médico,Seguridad reforzada y acceso controlado.,11874734,True
437,INM-43797,Oficina Corporativa,Cerca a centros comerciales y transporte público.,14529044,True
438,INM-33081,Casa Campestre,Área residencial tranquila con zonas verdes.,14866693,True
439,INM-63284,Bodega Industrial,Ubicación estratégica en el centro financiero.,1417090,True
440,INM-67225,Apartamento Studio,Acabados de lujo y eficiencia energética.,5704878,True
441,INM-74059,Consultorio Médico,Ubicación estratégica en el centro financiero.,3592981,True
442,INM-13530,Bodega Industrial,Acabados de lujo y eficiencia energética.,12102703,True
443,INM-89760,Casa Campestre,Ubicado en zona norte con vista panorámica.,14068478,True
444,INM-13051,Oficina Corporativa,Cerca a centros comerciales y transporte público.,4875172,True
445,INM-77687,Parqueadero Cubierto,Ubicación estratégica en el centro financiero.,10739180,True
446,INM-58820,Casa Campestre,Ubicación estratégica en el centro financiero.,7960416,True
447,INM-75567,Oficina Corporativa,Ubicación estratégica en el centro financiero.,2052316,True
448,INM-73491,Consultorio Médico,Ubicación estratégica en el centro financiero.,1937549,True
449,INM-21874,Oficina Corporativa,Ubicado en zona norte con vista panorámica.,8035660,True
450,INM-96897,Local Comercial,Espacio abierto con doble altura.,6757545,True
451,INM-37696,Casa Campestre,Acabados de lujo y eficiencia energética.,7364447,True
452,INM-36882,Parqueadero Cubierto,Espacio abierto con doble altura.,7157511,True
453,INM-97911,Casa Campestre,Cerca a centros comerciales y transporte público.,7075102,True
454,INM-65278,Consultorio Médico,Ubicado en zona norte con vista panorámica.,4868453,True
455,INM-55869,Lote Urbanizado,Cerca a centros comerciales y transporte público.,3939643,True
456,INM-15271,Bodega Industrial,Espacio abierto con doble altura.,11382299,True
457,INM-34101,Lote Urbanizado,Acabados de lujo y eficiencia energética.,8913754,True
458,INM-53325,Casa Campestre,Área residencial tranquila con zonas verdes.,8942101,True
459,INM-48397,Local Comercial,Ubicación estratégica en el centro financiero.,6702013,True
460,INM-28250,Apartamento Studio,Seguridad reforzada y acceso controlado.,11614261,True
461,INM-95349,Penthouse,Cerca a centros comerciales y transporte público.,7872207,True
462,INM-73788,Penthouse,Área residencial tranquila con zonas verdes.,10102241,True
463,INM-95390,Bodega Industrial,Cerca a centros comerciales y transporte público.,12056849,True
464,INM-58835,Parqueadero Cubierto,Ubicado en zona norte con vista panorámica.,5658479,True
465,INM-73585,Casa Campestre,Cerca a centros comerciales y transporte público.,1537726,True
466,INM-78841,Consultorio Médico,Cerca a centros comerciales y transporte público.,13090205,True
467,INM-58801,Bodega Industrial,Cerca a centros comerciales y transporte público.,2557236,True
468,INM-74862,Apartamento Studio,Cerca a centros comerciales y transporte público.,5853083,True
469,INM-94439,Bodega Industrial,Cerca a centros comerciales y transporte público.,12256084,True
470,INM-96565,Lote Urbanizado,Cerca a centros comerciales y transporte público.,1012317,True
471,INM-94594,Lote Urbanizado,Cerca a centros comerciales y transporte público.,14760721,True
472,INM-87023,Oficina Corporativa,Ubicación estratégica en el centro financiero.,6515504,True
473,INM-20812,Penthouse,Ubicación estratégica en el centro financiero.,13053652,True
474,INM-66432,Apartamento Studio,Acabados de lujo y eficiencia energética.,14262629,True
475,INM-60579,Bodega Industrial,Ubicado en zona norte con vista panorámica.,1415473,True
476,INM-84811,Penthouse,Área residencial tranquila con zonas verdes.,7733978,True
477,INM-42445,Apartamento Studio,Ubicación estratégica en el centro financiero.,6419761,True
478,INM-59388,Oficina Corporativa,Seguridad reforzada y acceso controlado.,14556775,True
479,INM-79999,Casa Campestre,Área residencial tranquila con zonas verdes.,13261994,True
480,INM-95535,Consultorio Médico,Espacio abierto con doble altura.,7640966,True
481,INM-31020,Lote Urbanizado,Acabados de lujo y eficiencia energética.,10684597,True
482,INM-17157,Apartamento Studio,Cerca a centros comerciales y transporte público.,2896796,True
483,INM-90110,Bodega Industrial,Ubicado en zona norte con vista panorámica.,4366238,True
484,INM-30202,Bodega Industrial,Ubicado en zona norte con vista panorámica.,11884995,True
485,INM-18366,Oficina Corporativa,Cerca a centros comerciales y transporte público.,14273503,True
486,INM-78519,Parqueadero Cubierto,Ubicación estratégica en el centro financiero.,1278318,True
487,INM-55348,Penthouse,Ubicación estratégica en el centro financiero.,14579327,True
488,INM-98492,Lote Urbanizado,Espacio abierto con doble altura.,7720304,True
489,INM-33295,Lote Urbanizado,Seguridad reforzada y acceso controlado.,4372616,True
490,INM-26687,Penthouse,Ubicado en zona norte con vista panorámica.,5470667,True
491,INM-18250,Penthouse,Acabados de lujo y eficiencia energética.,6648027,True
492,INM-31698,Penthouse,Ubicado en zona norte con vista panorámica.,14642063,True
493,INM-46069,Bodega Industrial,Acabados de lujo y eficiencia energética.,4472030,True
494,INM-94988,Consultorio Médico,Seguridad reforzada y acceso controlado.,11065106,True
495,INM-48076,Lote Urbanizado,Cerca a centros comerciales y transporte público.,1034055,True
496,INM-98722,Bodega Industrial,Ubicado en zona norte con vista panorámica.,7716372,True
497,INM-77823,Bodega Industrial,Área residencial tranquila con zonas verdes.,7197644,True
498,INM-21536,Parqueadero Cubierto,Área residencial tranquila con zonas verdes.,10642130,True
499,INM-14716,Oficina Corporativa,Ubicación estratégica en el centro financiero.,8522720,True
500,INM-29678,Consultorio Médico,Espacio abierto con doble altura.,7711586,True
501,INM-35865,Lote Urbanizado,Espacio abierto con doble altura.,5220054,True
502,INM-45590,Apartamento Studio,Área residencial tranquila con zonas verdes.,5678336,True
503,INM-50453,Casa Campestre,Espacio abierto con doble altura.,2759488,True
504,INM-41941,Oficina Corporativa,Cerca a centros comerciales y transporte público.,6855424,True
505,INM-43871,Bodega Industrial,Ubicación estratégica en el centro financiero.,8571657,True
506,INM-57214,Oficina Corporativa,Acabados de lujo y eficiencia energética.,3073574,True
507,INM-75279,Local Comercial,Ubicación estratégica en el centro financiero.,4685442,True
508,INM-41413,Casa Campestre,Área residencial tranquila con zonas verdes.,14719547,True
509,INM-90631,Local Comercial,Área residencial tranquila con zonas verdes.,1931874,True
510,INM-95551,Apartamento Studio,Espacio abierto con doble altura.,3630785,True
511,INM-72467,Bodega Industrial,Ubicado en zona norte con vista panorámica.,11793288,True
512,INM-78998,Penthouse,Ubicación estratégica en el centro financiero.,5697923,True
513,INM-92808,Apartamento Studio,Cerca a centros comerciales y transporte público.,1328544,True
514,INM-20957,Oficina Corporativa,Cerca a centros comerciales y transporte público.,12411546,True
515,INM-75755,Lote Urbanizado,Seguridad reforzada y acceso controlado.,11940442,True
516,INM-45123,Consultorio Médico,Seguridad reforzada y acceso controlado.,8837820,True
517,INM-67045,Apartamento Studio,Cerca a centros comerciales y transporte público.,6957355,True
518,INM-58649,Consultorio Médico,Seguridad reforzada y acceso controlado.,14738337,True
519,INM-69800,Casa Campestre,Cerca a centros comerciales y transporte público.,9241304,True
520,INM-26382,Casa Campestre,Ubicado en zona norte con vista panorámica.,10351043,True
521,INM-15126,Bodega Industrial,Espacio abierto con doble altura.,3646566,True
522,INM-51242,Oficina Corporativa,Cerca a centros comerciales y transporte público.,9848485,True
523,INM-58294,Oficina Corporativa,Ubicado en zona norte con vista panorámica.,8373569,True
524,INM-27933,Oficina Corporativa,Espacio abierto con doble altura.,3092979,True
525,INM-40307,Lote Urbanizado,Área residencial tranquila con zonas verdes.,13920109,True
526,INM-38561,Bodega Industrial,Espacio abierto con doble altura.,11783539,True
527,INM-62462,Apartamento Studio,Ubicación estratégica en el centro financiero.,2709568,True
528,INM-35101,Oficina Corporativa,Acabados de lujo y eficiencia energética.,5120269,True
529,INM-27055,Apartamento Studio,Espacio abierto con doble altura.,4777364,True
530,INM-32884,Penthouse,Ubicado en zona norte con vista panorámica.,10055871,True
531,INM-48637,Parqueadero Cubierto,Espacio abierto con doble altura.,4350486,True
532,INM-47405,Casa Campestre,Espacio abierto con doble altura.,13475475,True
533,INM-73000,Oficina Corporativa,Espacio abierto con doble altura.,6865206,True
534,INM-74551,Casa Campestre,Ubicación estratégica en el centro financiero.,4745056,True
535,INM-79743,Oficina Corporativa,Ubicado en zona norte con vista panorámica.,9224556,True
536,INM-19258,Apartamento Studio,Área residencial tranquila con zonas verdes.,9310390,True
537,INM-74993,Lote Urbanizado,Ubicación estratégica en el centro financiero.,13326149,True
538,INM-18698,Parqueadero Cubierto,Cerca a centros comerciales y transporte público.,3189869,True
539,INM-94779,Penthouse,Ubicación estratégica en el centro financiero.,5554115,True
540,INM-55495,Casa Campestre,Cerca a centros comerciales y transporte público.,12890005,True
541,INM-88481,Lote Urbanizado,Seguridad reforzada y acceso controlado.,3156701,True
542,INM-80102,Local Comercial,Área residencial tranquila con zonas verdes.,4126926,True
543,INM-13587,Local Comercial,Acabados de lujo y eficiencia energética.,7802442,True
544,INM-46939,Parqueadero Cubierto,Ubicado en zona norte con vista panorámica.,7992875,True
545,INM-82593,Bodega Industrial,Ubicado en zona norte con vista panorámica.,14577460,True
546,INM-22844,Apartamento Studio,Espacio abierto con doble altura.,12061033,True
547,INM-99420,Consultorio Médico,Área residencial tranquila con zonas verdes.,3338048,True
548,INM-43979,Consultorio Médico,Cerca a centros comerciales y transporte público.,6898003,True
549,INM-28018,Lote Urbanizado,Espacio abierto con doble altura.,9492456,True
550,INM-56751,Penthouse,Ubicación estratégica en el centro financiero.,1959874,True
551,INM-20837,Consultorio Médico,Cerca a centros comerciales y transporte público.,14406598,True
552,INM-84062,Local Comercial,Ubicación estratégica en el centro financiero.,6173120,True
553,INM-94774,Penthouse,Espacio abierto con doble altura.,4161984,True
554,INM-83181,Bodega Industrial,Área residencial tranquila con zonas verdes.,5930194,True
555,INM-55960,Local Comercial,Ubicado en zona norte con vista panorámica.,2882300,True
556,INM-59446,Apartamento Studio,Ubicado en zona norte con vista panorámica.,12086639,True
557,INM-50025,Local Comercial,Ubicación estratégica en el centro financiero.,4466178,True
558,INM-38252,Parqueadero Cubierto,Cerca a centros comerciales y transporte público.,7100314,True
559,INM-28376,Lote Urbanizado,Ubicación estratégica en el centro financiero.,6085139,True
560,INM-14238,Consultorio Médico,Ubicado en zona norte con vista panorámica.,7761566,True
561,INM-80544,Apartamento Studio,Ubicado en zona norte con vista panorámica.,11066083,True
562,INM-18713,Local Comercial,Seguridad reforzada y acceso controlado.,9371200,True
563,INM-42175,Penthouse,Área residencial tranquila con zonas verdes.,12720840,True
564,INM-74767,Bodega Industrial,Acabados de lujo y eficiencia energética.,9774622,True
565,INM-93188,Bodega Industrial,Ubicado en zona norte con vista panorámica.,9644927,True
566,INM-71809,Consultorio Médico,Espacio abierto con doble altura.,5180279,True
567,INM-34802,Penthouse,Área residencial tranquila con zonas verdes.,7972506,True
568,INM-90546,Lote Urbanizado,Espacio abierto con doble altura.,6150965,True
569,INM-96032,Parqueadero Cubierto,Acabados de lujo y eficiencia energética.,3640144,True
570,INM-11512,Oficina Corporativa,Ubicación estratégica en el centro financiero.,1500038,True
571,INM-87185,Casa Campestre,Ubicado en zona norte con vista panorámica.,10641654,True
572,INM-11448,Lote Urbanizado,Área residencial tranquila con zonas verdes.,11722651,True
573,INM-28869,Parqueadero Cubierto,Seguridad reforzada y acceso controlado.,9359871,True
574,INM-27804,Consultorio Médico,Ubicación estratégica en el centro financiero.,7605766,True
575,INM-82229,Oficina Corporativa,Espacio abierto con doble altura.,2771643,True
576,INM-13992,Apartamento Studio,Área residencial tranquila con zonas verdes.,950283,True
577,INM-96486,Apartamento Studio,Ubicación estratégica en el centro financiero.,5287332,True
578,INM-70933,Bodega Industrial,Ubicación estratégica en el centro financiero.,1230701,True
579,INM-16899,Casa Campestre,Acabados de lujo y eficiencia energética.,10434080,True
580,INM-40300,Casa Campestre,Ubicación estratégica en el centro financiero.,4703618,True
581,INM-49374,Local Comercial,Cerca a centros comerciales y transporte público.,2763890,True
582,INM-96291,Consultorio Médico,Cerca a centros comerciales y transporte público.,1517227,True
583,INM-22219,Consultorio Médico,Ubicación estratégica en el centro financiero.,4234725,True
584,INM-72387,Penthouse,Acabados de lujo y eficiencia energética.,9386452,True
585,INM-49359,Bodega Industrial,Ubicado en zona norte con vista panorámica.,5988274,True
586,INM-14295,Local Comercial,Seguridad reforzada y acceso controlado.,1502141,True
587,INM-85681,Apartamento Studio,Espacio abierto con doble altura.,14893077,True
588,INM-92056,Apartamento Studio,Espacio abierto con doble altura.,4090461,True
589,INM-43779,Oficina Corporativa,Acabados de lujo y eficiencia energética.,14305013,True
590,INM-46446,Parqueadero Cubierto,Ubicación estratégica en el centro financiero.,7976098,True
591,INM-46007,Apartamento Studio,Seguridad reforzada y acceso controlado.,3143955,True
592,INM-53346,Apartamento Studio,Área residencial tranquila con zonas verdes.,7992058,True
593,INM-69332,Consultorio Médico,Ubicado en zona norte con vista panorámica.,847545,True
594,INM-94640,Local Comercial,Espacio abierto con doble altura.,10167243,True
595,INM-18974,Casa Campestre,Acabados de lujo y eficiencia energética.,9776003,True
596,INM-79362,Lote Urbanizado,Cerca a centros comerciales y transporte público.,7544472,True
597,INM-78450,Casa Campestre,Acabados de lujo y eficiencia energética.,1636204,True
598,INM-72581,Parqueadero Cubierto,Espacio abierto con doble altura.,6638155,True
599,INM-60417,Casa Campestre,Cerca a centros comerciales y transporte público.,11534467,True
600,INM-88475,Oficina Corporativa,Ubicación estratégica en el centro financiero.,6573347,True
601,INM-45483,Consultorio Médico,Ubicado en zona norte con vista panorámica.,9882927,True
602,INM-94356,Penthouse,Cerca a centros comerciales y transporte público.,912538,True
603,INM-28568,Parqueadero Cubierto,Área residencial tranquila con zonas verdes.,5716944,True
604,INM-41343,Parqueadero Cubierto,Seguridad reforzada y acceso controlado.,3209721,True
605,INM-25846,Bodega Industrial,Ubicado en zona norte con vista panorámica.,6866557,True
606,INM-45026,Consultorio Médico,Acabados de lujo y eficiencia energética.,13351484,True
607,INM-79462,Lote Urbanizado,Área residencial tranquila con zonas verdes.,7295437,True
608,INM-85293,Local Comercial,Área residencial tranquila con zonas verdes.,11958698,True
609,INM-62107,Local Comercial,Ubicado en zona norte con vista panorámica.,1392521,True
610,INM-60335,Casa Campestre,Espacio abierto con doble altura.,12325419,True
611,INM-40209,Penthouse,Seguridad reforzada y acceso controlado.,7680450,True
612,INM-27385,Lote Urbanizado,Acabados de lujo y eficiencia energética.,5201200,True
613,INM-12909,Oficina Corporativa,Espacio abierto con doble altura.,3980827,True
614,INM-74920,Apartamento Studio,Área residencial tranquila con zonas verdes.,2828168,True
615,INM-96140,Parqueadero Cubierto,Ubicado en zona norte con vista panorámica.,7195262,True
616,INM-97690,Local Comercial,Ubicación estratégica en el centro financiero.,4384454,True
617,INM-41601,Bodega Industrial,Ubicado en zona norte con vista panorámica.,2136613,True
618,INM-93621,Oficina Corporativa,Ubicación estratégica en el centro financiero.,12227074,True
619,INM-41420,Parqueadero Cubierto,Ubicado en zona norte con vista panorámica.,2029870,True
620,INM-43043,Penthouse,Espacio abierto con doble altura.,4966502,True
621,INM-31237,Parqueadero Cubierto,Acabados de lujo y eficiencia energética.,10858530,True
622,INM-64603,Apartamento Studio,Acabados de lujo y eficiencia energética.,2287407,True
623,INM-32835,Local Comercial,Cerca a centros comerciales y transporte público.,7665286,True
624,INM-13942,Casa Campestre,Espacio abierto con doble altura.,1830775,True
625,INM-46498,Parqueadero Cubierto,Acabados de lujo y eficiencia energética.,7949987,True
626,INM-58916,Penthouse,Acabados de lujo y eficiencia energética.,3149121,True
627,INM-93372,Parqueadero Cubierto,Espacio abierto con doble altura.,8071166,True
628,INM-69365,Apartamento Studio,Ubicado en zona norte con vista panorámica.,3373827,True
629,INM-77162,Apartamento Studio,Seguridad reforzada y acceso controlado.,6141394,True
630,INM-49155,Consultorio Médico,Ubicado en zona norte con vista panorámica.,4255782,True
631,INM-85744,Consultorio Médico,Cerca a centros comerciales y transporte público.,11759033,True
632,INM-28011,Casa Campestre,Cerca a centros comerciales y transporte público.,11738136,True
633,INM-50929,Lote Urbanizado,Seguridad reforzada y acceso controlado.,6524576,True
634,INM-82464,Casa Campestre,Cerca a centros comerciales y transporte público.,5224640,True
635,INM-98721,Lote Urbanizado,Espacio abierto con doble altura.,8305393,True
636,INM-44744,Apartamento Studio,Espacio abierto con doble altura.,12512839,True
637,INM-55885,Lote Urbanizado,Espacio abierto con doble altura.,9029377,True
638,INM-82721,Parqueadero Cubierto,Espacio abierto con doble altura.,9743077,True
639,INM-48124,Lote Urbanizado,Ubicación estratégica en el centro financiero.,14317064,True
640,INM-95196,Penthouse,Ubicación estratégica en el centro financiero.,1162299,True
641,INM-17847,Casa Campestre,Seguridad reforzada y acceso controlado.,3460079,True
642,INM-11745,Oficina Corporativa,Seguridad reforzada y acceso controlado.,9677490,True
643,INM-30091,Casa Campestre,Acabados de lujo y eficiencia energética.,9617118,True
644,INM-49680,Apartamento Studio,Ubicación estratégica en el centro financiero.,8974952,True
645,INM-55892,Oficina Corporativa,Seguridad reforzada y acceso controlado.,8621520,True
646,INM-12842,Oficina Corporativa,Acabados de lujo y eficiencia energética.,7447157,True
647,INM-63302,Penthouse,Ubicación estratégica en el centro financiero.,3823870,True
648,INM-45102,Casa Campestre,Seguridad reforzada y acceso controlado.,5511321,True
649,INM-34549,Penthouse,Ubicación estratégica en el centro financiero.,4843020,True
650,INM-84990,Oficina Corporativa,Espacio abierto con doble altura.,4590375,True
651,INM-91657,Oficina Corporativa,Seguridad reforzada y acceso controlado.,3276419,True
652,INM-32435,Local Comercial,Acabados de lujo y eficiencia energética.,10742030,True
653,INM-83643,Casa Campestre,Ubicación estratégica en el centro financiero.,10641852,True
654,INM-92898,Apartamento Studio,Espacio abierto con doble altura.,11178693,True
655,INM-20575,Apartamento Studio,Espacio abierto con doble altura.,13029548,True
656,INM-84550,Parqueadero Cubierto,Área residencial tranquila con zonas verdes.,1829960,True
657,INM-89343,Apartamento Studio,Acabados de lujo y eficiencia energética.,10704481,True
658,INM-57365,Parqueadero Cubierto,Seguridad reforzada y acceso controlado.,13978319,True
659,INM-38229,Parqueadero Cubierto,Ubicación estratégica en el centro financiero.,13337705,True
660,INM-39763,Parqueadero Cubierto,Ubicado en zona norte con vista panorámica.,11187616,True
661,INM-98129,Penthouse,Ubicado en zona norte con vista panorámica.,2564546,True
662,INM-93169,Bodega Industrial,Acabados de lujo y eficiencia energética.,6220162,True
663,INM-36220,Parqueadero Cubierto,Acabados de lujo y eficiencia energética.,14408305,True
664,INM-30691,Penthouse,Acabados de lujo y eficiencia energética.,1573023,True
665,INM-29935,Apartamento Studio,Acabados de lujo y eficiencia energética.,1122130,True
666,INM-88775,Consultorio Médico,Acabados de lujo y eficiencia energética.,4355542,True
667,INM-34812,Casa Campestre,Seguridad reforzada y acceso controlado.,14209497,True
668,INM-19989,Consultorio Médico,Seguridad reforzada y acceso controlado.,6389109,True
669,INM-78938,Penthouse,Ubicado en zona norte con vista panorámica.,12080871,True
670,INM-66848,Apartamento Studio,Cerca a centros comerciales y transporte público.,4255978,True
671,INM-85238,Parqueadero Cubierto,Ubicado en zona norte con vista panorámica.,4877186,True
672,INM-25711,Local Comercial,Espacio abierto con doble altura.,14818218,True
673,INM-54286,Consultorio Médico,Ubicación estratégica en el centro financiero.,4800074,True
674,INM-98887,Penthouse,Área residencial tranquila con zonas verdes.,12591254,True
675,INM-73387,Apartamento Studio,Cerca a centros comerciales y transporte público.,5448561,True
676,INM-34035,Consultorio Médico,Ubicación estratégica en el centro financiero.,2652176,True
677,INM-93893,Oficina Corporativa,Espacio abierto con doble altura.,5755748,True
678,INM-33718,Apartamento Studio,Cerca a centros comerciales y transporte público.,7595135,True
679,INM-46640,Oficina Corporativa,Cerca a centros comerciales y transporte público.,14313454,True
680,INM-98357,Lote Urbanizado,Espacio abierto con doble altura.,2711897,True
681,INM-25139,Oficina Corporativa,Ubicado en zona norte con vista panorámica.,2690253,True
682,INM-84737,Penthouse,Ubicado en zona norte con vista panorámica.,3561521,True
683,INM-11940,Consultorio Médico,Ubicado en zona norte con vista panorámica.,3276798,True
684,INM-53705,Oficina Corporativa,Ubicado en zona norte con vista panorámica.,12062341,True
685,INM-50988,Oficina Corporativa,Ubicación estratégica en el centro financiero.,14712848,True
686,INM-60758,Lote Urbanizado,Cerca a centros comerciales y transporte público.,4959777,True
687,INM-30915,Lote Urbanizado,Acabados de lujo y eficiencia energética.,1871923,True
688,INM-74918,Consultorio Médico,Espacio abierto con doble altura.,10467162,True
689,INM-28103,Consultorio Médico,Cerca a centros comerciales y transporte público.,8017800,True
